method	path	tier	families	category	summary	where
GET	/ISAPI/Traffic/channels/{channelID}/cameraInfo	reference	deepinview	Road Traffic	Get the camera information	deepinview:19.9.2.4@p690
PUT	/ISAPI/Traffic/channels/{channelID}/cameraInfo	reference	deepinview	Road Traffic	Configure the camera information	deepinview:19.9.2.3@p690
GET	/ISAPI/Traffic/channels/{channelID}/eventRule/{SID}/laneRule/capabilities	reference	anpr	Traffic Control	Get the screen parameter capability	anpr:12.6.3.12@p369
GET	/ISAPI/Traffic/channels/{channelID}/eventRule/{SID}/ploygonRule	reference	anpr	Traffic Control	Get the parameters of the polygon area	anpr:12.6.3.14@p373
PUT	/ISAPI/Traffic/channels/{channelID}/eventRule/{SID}/ploygonRule	reference	anpr	Traffic Control	Configure the parameters of the polygon area	anpr:12.6.3.13@p372
GET	/ISAPI/Traffic/channels/{channelID}/imageMerge	reference	anpr	Vehicle Recognition	Get the picture composition parameters	anpr:12.5.1.55@p293
PUT	/ISAPI/Traffic/channels/{channelID}/imageMerge	reference	anpr	Vehicle Recognition	Set parameters of traffic picture composition	anpr:12.5.1.54@p292
GET	/ISAPI/Traffic/channels/{channelID}/licensePlateAuditData	reference	anpr	Entrance & Exit Management and Control	Export the file of vehicle blocklist and allowlist data	anpr:12.9.6.5@p439
PUT	/ISAPI/Traffic/channels/{channelID}/licensePlateAuditData	reference	anpr	Entrance & Exit Management and Control	Update the vehicle blocklist and allowlist file	anpr:12.9.6.4@p438
PUT	/ISAPI/Traffic/channels/{channelID}/licensePlateAuditData/record	reference	anpr	Entrance & Exit Management and Control	Add license plate information to the blocklist or allowlist, or edit the license plate information in	anpr:12.9.6.3@p437
GET	/ISAPI/Traffic/channels/{channelID}/licensePlateAuditData/record/capabilities	reference	anpr	Entrance & Exit Management and Control	Get the capability of adding license plate information to the blocklist or allowlist, or editing the	anpr:12.9.6.2@p435
PUT	/ISAPI/Traffic/channels/{channelID}/manualItsCapStatus	reference	deepinview	Road Traffic	Search for the status of manual traffic law enforcement	deepinview:19.9.1.1@p687
PUT	/ISAPI/Traffic/channels/{channelID}/overlap	reference	deepinview	Vehicle Recognition	Set the text overlay configuration parameters	deepinview:19.6.1.8@p504
GET	/ISAPI/Traffic/channels/{channelID}/picParam	reference	anpr,deepinview	Vehicle Recognition	Get parameters of vehicle detection captured pictures	anpr:12.5.1.57@p296;deepinview:19.6.1.10@p508
PUT	/ISAPI/Traffic/channels/{channelID}/picParam	reference	anpr,deepinview	Vehicle Recognition	Set the parameters of vehicle detection captured pictures	anpr:12.5.1.56@p294;deepinview:19.6.1.9@p506
GET	/ISAPI/Traffic/channels/{channelID}/picParam/capabilities	reference	anpr,deepinview	Vehicle Recognition	Get captured picture configuration capability	anpr:12.5.1.58@p297;deepinview:19.6.1.11@p509
GET	/ISAPI/Traffic/channels/{channelID}/picParam/capturePicOverlays	reference	anpr	Vehicle Recognition	Get overlay parameters of captured traffic pictures by channel	anpr:12.5.1.59@p298
PUT	/ISAPI/Traffic/channels/{channelID}/picParam/capturePicOverlays	reference	anpr	Vehicle Recognition	Set overlay parameters of captured traffic pictures by channel	anpr:12.5.1.60@p300
GET	/ISAPI/Traffic/channels/{channelID}/picParam/capturePicOverlays/capabilities	reference	anpr	Vehicle Recognition	Get the capability of OSD overlay on a captured picture	anpr:12.5.1.61@p303
GET	/ISAPI/Traffic/channels/{channelID}/picParam/capturePicOverlays/info	reference	anpr	Vehicle Recognition	Get the configuration parameters of overlaying all OSD text information on a captured picture	anpr:12.5.1.63@p305
PUT	/ISAPI/Traffic/channels/{channelID}/picParam/capturePicOverlays/info	reference	anpr	Vehicle Recognition	Set the configuration parameters for overlaying all OSD text information on a captured picture	anpr:12.5.1.62@p304
GET	/ISAPI/Traffic/channels/{channelID}/picParam/capturePicOverlays/info/{textID}	reference	anpr	Vehicle Recognition	Get the configuration parameters of overlaying a piece of OSD text information on a captured	anpr:12.5.1.64@p306
GET	/ISAPI/Traffic/channels/{channelID}/picParam/mergePicOverlays	reference	anpr	Vehicle Recognition	Get the parameters of OSD overlay on the composite captured picture	anpr:12.5.1.67@p311
PUT	/ISAPI/Traffic/channels/{channelID}/picParam/mergePicOverlays	reference	anpr	Vehicle Recognition	Set the overlay parameters in the composite captured pictures	anpr:12.5.1.66@p308
GET	/ISAPI/Traffic/channels/{channelID}/picParam/mergePicOverlays/capabilities	reference	anpr	Vehicle Recognition	Get the overlay capability in the composite captured pictures	anpr:12.5.1.68@p314
GET	/ISAPI/Traffic/channels/{channelID}/picParam/mergePicOverlays/info	reference	anpr	Vehicle Recognition	Get parameters of overlaying characters on composite pictures	anpr:12.5.1.70@p316
PUT	/ISAPI/Traffic/channels/{channelID}/picParam/mergePicOverlays/info	reference	anpr	Vehicle Recognition	Set the configuration parameters for overlaying all OSD text information on the composite	anpr:12.5.1.69@p315
GET	/ISAPI/Traffic/channels/{channelID}/picParam/mergePicOverlays/info/{textID}	reference	anpr	Vehicle Recognition	Get the configuration parameters of overlaying a piece of OSD text information on the composite	anpr:12.5.1.72@p318
PUT	/ISAPI/Traffic/channels/{channelID}/picParam/mergePicOverlays/info/{textID}	reference	anpr	Vehicle Recognition	Set the configuration parameters for overlaying a piece of OSD text information on the composite	anpr:12.5.1.71@p317
GET	/ISAPI/Traffic/channels/{channelID}/vehicleDetect	reference	anpr,deepinview	Vehicle Recognition	Get vehicle detection parameters	anpr:12.5.1.74@p320;deepinview:19.6.1.13@p512
PUT	/ISAPI/Traffic/channels/{channelID}/vehicleDetect	reference	anpr,deepinview	Vehicle Recognition	Set vehicle detection parameters	anpr:12.5.1.73@p319;deepinview:19.6.1.12@p510
GET	/ISAPI/Traffic/channels/{channelID}/vehicleDetect/capabilities	reference	anpr,deepinview	Vehicle Recognition	Get the capability of vehicle detection parameters	anpr:12.5.1.75@p320;deepinview:19.6.1.16@p518
GET	/ISAPI/Traffic/channels/{channelID}/vehicleDetect/config	reference	deepinview	Vehicle Recognition	Get vehicle detection parameters	deepinview:19.6.1.18@p520
PUT	/ISAPI/Traffic/channels/{channelID}/vehicleDetect/config	reference	deepinview	Vehicle Recognition	Set vehicle detection configuration parameters	deepinview:19.6.1.17@p520
GET	/ISAPI/Traffic/channels/{channelID}/vehicleDetect/{SID}	reference	deepinview	Vehicle Recognition	Get vehicle detection parameters at a specific scene	deepinview:19.6.1.15@p516
PUT	/ISAPI/Traffic/channels/{channelID}/vehicleDetect/{SID}	reference	deepinview	Vehicle Recognition	Set vehicle detection parameters at a specific scene	deepinview:19.6.1.14@p514
